iter	Passed	Remaining
153	1081	2429
154	1092	2430
155	1097	2419
156	1104	2412
157	1109	2401
158	1114	2389
159	1121	2383
160	1126	2372
161	1132	2362
162	1140	2357
163	1144	2345
164	1151	2337
165	1155	2325
166	1160	2313
167	1164	2302
168	1172	2296
169	1176	2284
170	1184	2279
171	1191	2272
172	1195	2260
173	1202	2252
174	1206	2240
175	1210	2227
176	1216	2220
177	1220	2208
178	1225	2196
179	1228	2184
180	1234	2176
181	1239	2165
182	1243	2153
183	1249	2146
184	1266	2155
185	1273	2149
186	1277	2137
187	1289	2139
188	1293	2128
189	1300	2122
190	1306	2113
191	1310	2102
192	1317	2096
193	1322	2085
194	1326	2074
195	1332	2066
196	1336	2056
197	1340	2045
198	1346	2037
199	1354	2032
200	1364	2029
201	1370	2021
202	1374	2010
203	1382	2005
204	1388	1998
205	1392	1988
206	1398	1979
207	1403	1970
208	1407	1960
209	1415	1955
210	1419	1944
211	1423	1934
212	1430	1927
213	1434	1917
214	1438	1907
215	1445	1900
216	1449	1890
217	1454	1881
218	1460	1873
219	1464	1863
220	1471	1857
221	1487	1862
222	1494	1856
223	1498	1846
224	1502	1836
225	1510	1830
226	1514	1821
227	1519	1812
228	1523	1802
229	1529	1795
230	1533	1786
231	1538	1776
232	1544	1769
233	1548	1760
234	1553	1751
235	1559	1744
236	1563	1735
237	1568	1727
238	1581	1727
239	1587	1719
240	1596	1715
241	1604	1710
242	1612	1705
243	1620	1700
244	1637	1704
245	1646	1700
246	1655	1695
247	1661	1688
248	1669	1682
249	1680	1680
250	1687	1674
251	1692	1665
252	1697	1657
253	1706	1652
254	1710	1643
255	1714	1634
256	1720	1627
257	1724	1617
258	1729	1608
259	1735	1601
260	1739	1592
261	1745	1585
262	1751	1578
263	1755	1569
264	1759	1560
265	1765	1552
266	1772	1546
267	1776	1537
268	1782	1531
269	1787	1522
270	1791	1513
271	1795	1505
272	1802	1498
273	1806	1489
274	1810	1481
275	1816	1474
276	1822	1466
277	1830	1462
278	1835	1453
279	1839	1445
280	1843	1437
281	1851	1431
282	1855	1422
283	1860	1415
284	1870	1410
285	1874	1402
286	1880	1395
287	1884	1387
288	1888	1379
289	1895	1372
290	1899	1364
291	1904	1356
292	1909	1348
293	1915	1341
294	1919	1334
295	1925	1326
296	1931	1320
297	1936	1312
298	1940	1304
299	1947	1298
300	1952	1291
301	1960	1285
302	1968	1279
303	1972	1271
304	1979	1265
305	1984	1258
306	1989	1250
307	1996	1244
308	2002	1237
309	2009	1231
310	2013	1223
311	2018	1216
312	2022	1208
313	2028	1201
314	2032	1193
315	2036	1186
316	2044	1180
317	2050	1173
318	2056	1166
319	2065	1161
320	2069	1153
321	2075	1147
322	2079	1139
323	2083	1131
324	2088	1124
325	2093	1117
326	2097	1109
327	2101	1102
328	2108	1095
329	2112	1088
330	2116	1080
331	2122	1073
332	2125	1066
333	2129	1058
334	2133	1051
335	2140	1044
336	2144	1037
337	2148	1029
338	2155	1023
339	2161	1017
340	2165	1009
341	2172	1003
342	2176	996
343	2180	988
344	2187	982
345	2191	975
346	2195	968
347	2199	960
348	2207	954
349	2211	947
350	2215	940
351	2221	933
352	2225	926
353	2229	919
354	2235	913
355	2243	907
356	2248	900
357	2258	895
358	2262	888
359	2268	882
360	2273	875
361	2277	868
362	2282	861
363	2290	855
364	2304	852
365	2311	846
366	2320	840
367	2324	833
368	2328	826
369	2335	820
370	2340	813
371	2345	807
372	2352	801
373	2356	793
374	2360	786
375	2368	781
376	2374	774
377	2378	767
378	2385	761
379	2390	754
380	2398	749
381	2402	742
382	2406	735
383	2411	728
384	2417	722
385	2421	715
386	2425	708
387	2431	701
388	2439	696
389	2448	690
390	2452	683
391	2456	676
392	2463	670
393	2470	664
394	2474	657
395	2481	651
396	2486	645
397	2491	638
398	2498	632
399	2502	625
400	2506	618
401	2513	612
402	2517	606
403	2522	599
404	2528	593
405	2533	586
406	2539	580
407	2546	574
408	2550	567
409	2555	560
410	2563	555
411	2569	548
412	2573	542
413	2580	535
414	2584	529
415	2589	522
416	2597	516
417	2601	510
418	2605	503
419	2611	497
420	2616	490
421	2620	484
422	2626	478
423	2631	471
424	2635	465
425	2641	458
426	2646	452
427	2651	445
428	2658	439
429	2665	433
430	2669	427
431	2676	421
432	2680	414
433	2685	408
434	2691	402
435	2696	395
436	2701	389
437	2707	383
438	2712	376
439	2716	370
440	2722	364
441	2727	357
442	2731	351
443	2736	345
444	2744	339
445	2749	332
446	2755	326
447	2762	320
448	2767	314
449	2774	308
450	2778	301
451	2782	295
452	2790	289
453	2796	283
454	2805	277
455	2810	271
456	2815	264
457	2821	258
458	2827	252
459	2833	246
460	2840	240
461	2843	233
462	2849	227
463	2861	222
464	2869	216
465	2874	209
466	2880	203
467	2888	197
468	2893	191
469	2897	184
470	2904	178
471	2909	172
472	2920	166
473	2925	160
474	2930	154
475	2937	148
476	2942	141
477	2947	135
478	2957	129
479	2961	123
480	2968	117
481	2974	111
482	2978	104
483	2985	98
484	2989	92
485	2993	86
486	3000	80
487	3005	73
488	3009	67
489	3017	61
490	3021	55
491	3025	49
492	3029	43
493	3035	36
494	3040	30
495	3045	24
496	3055	18
497	3059	12
498	3065	6
499	3071	0
